tip_id,user_id,business_id,date,compliment_count
4405,qTFIkN5t9mRdADyiCJivnw,_M9C-YOf5uFnCMe6_-V8Qg,2015-04-27 23:07:27,0
4406,xTlqpuuqtO0FWs12gd1v6A,P9VrCQBcyoDmMV5xtlOBsQ,2014-12-24 19:30:46,0
4407,wsrxm02UVfqiAA-O_rv01Q,BpUz5eIv9zK8W7p0boi0tg,2017-04-13 07:13:47,0
4408,RcP65LYzT08PnYBdtrkvaw,JKhU2c9JIbD3WaxoxSiZjA,2010-10-02 23:21:18,0
4409,Vwslifegl59fQVOe5BH1gw,K1ikgvreu6CvQz3Hoexi_g,2011-09-23 23:26:00,0
4410,G3h8pIclwUbuu3itJqF7ug,XUNRb3XpqmBCoSoYMx2cRQ,2015-08-17 22:53:47,0
4411,I1MHrxdr98VXT-Dj-vEXLQ,vs_0Znpr7vyg8zoxPl59sw,2018-02-14 15:41:56,0
4412,MNMW1vfX-GSUvvJcujBpIw,s8KNTkHGjMnzx5zcnWBbwQ,2015-11-04 06:00:03,0
4413,fEc43iTrbbAzuyXwm-yNFQ,0_0O6eJ9-xCWiyXW8aQZgw,2014-04-30 16:07:32,0
4414,4VD2Y3T0baXbbOTXdzTIGw,otGcwLlVcsYK73ULzrLXEA,2016-03-02 02:26:04,0
4415,9n7RwTPN_yjSBypKt5Ipww,KOw39R5QkkP8jXVl6Zsh8g,2016-01-10 22:21:44,0
4416,Vwslifegl59fQVOe5BH1gw,nkqjHy8jqKkxBhmBB_-Dyw,2012-05-30 17:34:43,0
4417,Vwslifegl59fQVOe5BH1gw,tKLqmujPa7giRSXB8AKKEA,2010-11-25 01:37:32,0
4418,3YhG4h4Ok654iVfqdmkuRg,2Y7h1oxMRfVVGvc02aTn5g,2013-08-19 02:26:52,0
4419,fGvjwzQUJfNhQXVFUW09xQ,aNc9dpUcbJ654tGdfDytMg,2021-05-24 21:51:22,0
4420,G3h8pIclwUbuu3itJqF7ug,mqMJyryd5QeAupYhYU0rqA,2013-01-21 21:31:12,0
4421,tQZNYy4CAgpvOHQ2SKynDg,5gFINQunzrgFOxI20Dr5Uw,2017-05-04 23:56:05,0
4422,CzV4FlITtTjnq8dyiXiGkQ,VGdtevMIyR38kk65Q5pZ5A,2015-05-02 08:51:52,0
4423,ChhiVXQulj8zmFDr6x-FqQ,TsJgjklNWnesNaJRsGOT-Q,2016-04-15 18:21:48,0
4424,9e2HrYc8KAfQwwc1a_QRAA,b-bsfNLalzZvNQaIWEFALA,2018-04-21 21:28:04,0
4425,n4BM_ERVRDhN8wshfKk0CQ,YshBHMZJhbAJ3nmjr9xUGQ,2014-12-12 13:59:18,0
4426,R8vKAi5Ecj7ID7_JaVwkgA,RCh0wxJqytmO1F-yh_Fnxg,2015-08-19 21:45:29,0
4427,kd7R1mX2soYNrIbK7h5SVA,2drLRcRuqVJEksQXV0ynjQ,2013-03-29 01:46:20,0
4428,mdOX-9te4ZFFnuDOEKbyZw,P48O-s2OOVq8UBtskQ90tQ,2016-04-02 23:01:58,0
4429,MNMW1vfX-GSUvvJcujBpIw,s8KNTkHGjMnzx5zcnWBbwQ,2015-11-04 06:01:03,0
4430,G3h8pIclwUbuu3itJqF7ug,aYKSck8iLYhHwuN6gip84Q,2015-12-15 21:21:57,0
4431,N5fd36xJuEEHAHLHFirVCg,35XA5-HmCdlGig97Lf3WUg,2014-12-03 19:13:15,0
4432,flq0r2DzqWJ-nXHO3a596Q,_vydMc9A522so3jFvtDAjA,2018-10-26 01:45:21,0
4433,vU-gy6iAybFGseHpU6_jmw,fqfKgjty8jg8FPFqKtYttg,2017-08-06 02:27:49,0
4434,M9tvS1fBTj6FRmLZKiFEAw,m4uNco_WuIw_fLb-07eGfg,2017-04-04 19:03:04,0
4435,iQYEssccz069Od06hbs2Gg,Wlo-UdJ9ADGkEkV7fErJSA,2015-10-26 04:47:32,0
4436,3YhG4h4Ok654iVfqdmkuRg,R1lzLuWy8hHSLXXC2JWEYg,2014-09-15 21:54:05,0
4437,vU-gy6iAybFGseHpU6_jmw,c8Gf6bkqX_qYMIIkI_9a9Q,2018-06-28 03:23:05,0
4438,lAW03ccfMEuRZiDqvVgc0w,nCP9sx9OcN3xxsVwNDptgw,2014-12-09 05:18:19,0
4439,b_1LJQVNVO0ksCeWsEzRsg,HtQxEGdtpnwH9n-alzKiXg,2016-10-08 01:28:07,0
4440,TIeXcKbDeGBy-UsgSjRJQg,KnV4SqaJfl44qOvhTGFBSQ,2013-04-28 18:40:17,0
4441,DgcCohYTe6UKkaCJc-kFDQ,H4jtmgAHXm5jKCrWs6B1Fg,2015-07-31 18:59:42,0
4442,DX9kodv_UQ8As3XwqtThQg,bahXyVAoRAWWxbwmFtuEdA,2011-07-31 02:16:14,0
4443,I8OS9Vou3FIGqMILP-U29Q,7K7zi2qilGt2zE9B1LC_TQ,2013-09-09 14:40:46,0
4444,YZTF5-g7WI_yaHeEh1ZWOA,JIMgXSYSbJ-CXO_gjbv5iA,2013-03-13 06:30:24,0
4445,pSAl8EIpINSjJID-VQOlhA,n-WNHzXpw4-2CrU-AF20Cw,2016-04-07 23:39:37,0
4446,vi0t612Xq4x5HDbZU_HfHQ,UWg158bSV1C68C86u42EFw,2011-05-28 19:47:35,0
4447,9SmZsp2AaXhXr4tinaoeAg,7CMYkKov2RkTRtsysFOe8A,2011-11-21 17:58:08,0
4448,QLqpIsHM1G4FLSo9xYeJVg,yYyljEUFGkezQXpzRlfqQA,2016-05-18 11:03:42,0
4449,FycFs46mqYctTX6bfKoJcw,gZB9oxsXlcPbyp7lY-s0EA,2011-10-30 02:00:51,0
4450,dA8Ip8OsKK8Rl-6PE53EOw,yy0u9XTTY-CZ6R6eyHITvQ,2018-05-03 21:23:29,0
4451,_9Nr_RrFuqmQ7n7vfkXRfw,yHg5PkXbrY9lHnFSBe-haA,2013-10-19 20:04:18,0
4452,nC9V777rlZbKWm3m0QlXYg,9Emww6OgFSrAyzSZf1-5TQ,2011-09-24 16:25:30,0
4453,hQgWwIjEbn47nN2BIr_LyA,6qJHuIlJ8MnJcjfZjKy0gQ,2014-09-20 01:06:14,0
4454,UqVnFtX7ORbDhMW6Pd77Jw,l6VYP8AxIoW6U52aDo8fXg,2011-01-10 17:35:29,0
4455,WQhgAg8ovchnA1FZCpbyWA,cxSOGuBVpptHN9OXmWnJJg,2011-09-29 02:16:39,0
4456,NoQCmYKyMPs4D01Wa6dZew,22_KB3FITRnuTXCEHsXpIg,2019-12-24 04:21:35,0
4457,ud4I38ETpB9IIFokDtxu0A,mKCINaHrKV3ARf0uTW9lVw,2014-04-21 00:30:52,0
4458,sqEbpJ6XSl_8RmCjFCv9CA,Rf7ChSNhY3U3SzBVxpup1w,2013-11-10 02:20:39,0
4459,lAW03ccfMEuRZiDqvVgc0w,16OLHwAY1ROAtedtzsdmZg,2017-04-02 17:53:07,0
4460,W7iLDP6GY4joKZ1zSCOEfA,h2ZjY4sI-8jAWhfbZcedDA,2012-09-06 02:01:21,0
4461,GgvDaphMJy8RMnaggwMQhA,x45_iDu3qheXFJrWNobmHQ,2017-11-13 01:46:09,0
4462,3x-kbXQUhrsWOcp8mUimbw,yLIn3po-fKb0T3UIoJdiyQ,2015-08-13 21:03:45,0
4463,GL9vbvSBR_CymWZ9EvY3Lg,fnCQxWYBAjxrxhkPX2MVzA,2015-04-08 22:42:07,0
4464,lVwCMNQTwlLzHWOXu1mypg,OtNrJq0ig_paSukazWRYSg,2019-08-23 18:38:46,0
4465,uvnQ12DXJoRIXbTcHCKGkA,ZznSNkRERGH8l-wSFJKsEA,2017-12-20 21:20:53,0
4466,Pqf7MYeNsSnC8aSOgg-Oxw,XUnOrn2ZPom7cJCfG9syXw,2018-07-06 15:54:22,0
4467,MURjqygeDl_IPEN3BwJh9w,3koeM2Blt-4rEmVIJAZf8Q,2014-01-28 11:12:02,0
4468,EZYxgOLy08JIxT6axW_jfA,JX4tUpd09YFchLBuI43lGw,2014-03-02 02:44:36,0
4469,DgcCohYTe6UKkaCJc-kFDQ,V5Bb9StvahgCSkBKXHMW8w,2015-08-04 00:56:51,0
4470,3YhG4h4Ok654iVfqdmkuRg,WRix9Sli3CRnPALiJmLDQg,2015-11-12 20:41:36,0
4471,xAokxQCo2EkxfIkeXaJWRQ,CQPdtSO289VVyNkkTGzrsg,2018-01-09 02:30:26,0
4472,lAW03ccfMEuRZiDqvVgc0w,yvTblKdRFZDUqT2g57H_2g,2011-12-07 18:37:49,0
4473,G3h8pIclwUbuu3itJqF7ug,4QVPLhVe-bY9usmRyAGE-A,2015-03-20 21:41:35,0
4474,kRlC4Got8Uo9RHdEcWVMuA,z17TwQx0TgSSanWy6THERw,2016-03-04 21:17:57,0
4475,eSSMdkCnfVe1YEU8hcK5bg,4EODPODg_7TfflXhF1WGPw,2012-12-29 00:01:33,0
4476,Vwslifegl59fQVOe5BH1gw,8ediP1TG3wJybp-Ixo_N7Q,2012-02-29 02:57:21,0
4477,BERaVyLONpPD-J5S-Wz2wg,_KN2L9nGuK5iVKocg1IBnw,2014-08-09 23:44:00,0
4478,nce2tMopGhsuSjBJ47LVJg,aU69S81sC9c1sc0Mz2jBgg,2017-06-25 22:40:20,1
4479,2feiZFzICp_mLONEpzY0pA,vcrTtmz-VZTABbU1bGST4Q,2015-03-08 12:59:40,0
4480,4qWYQFByYk7GXaoKKX8EHQ,sfZXWlc6MZVQObZB_QjYuw,2014-06-26 01:16:45,0
4481,TIeXcKbDeGBy-UsgSjRJQg,Mhe02OWFCcYYZy6WLh2ygQ,2013-05-04 19:44:22,0
4482,lAW03ccfMEuRZiDqvVgc0w,Jmfp5HP3rBb0lkSQwvpf-w,2011-11-12 22:41:17,0
4483,FmP7141bhA6szl3rcCNG7w,J3v9wfVtxcQ2DZPXgE8ksA,2012-07-09 03:27:21,0
4484,UqVnFtX7ORbDhMW6Pd77Jw,3LYlSKcml4fb4bmwztEN6g,2011-03-05 07:29:46,0
4485,ZzbvJMq1SqUh18zP4MQKNA,vz6aFL15sHzcboC-CcOLdQ,2016-05-16 02:09:49,0
4486,WPVaxI9MQpaeoikOozY2Dg,mMnkbIMG9MUW-rb5a5Q8Og,2012-09-07 01:48:16,0
4487,lAW03ccfMEuRZiDqvVgc0w,5IarGjLkheRZm-moeTh82g,2018-04-22 15:02:48,0
4488,1Nb49viIcb05O7S0KUN4EA,w4IQgsop_jBhxfW7CtY7IA,2019-02-03 21:15:34,0
4489,9SmZsp2AaXhXr4tinaoeAg,k1wGaX-13Db-XDWC50PmIA,2014-07-12 19:44:11,0
4490,nxC58RDdJMS_WaOpGkBzTg,ByoccBMd5mW1bp9Hh2JdHA,2015-02-01 09:37:10,0
4491,CXY3I1G_nPTQk6KSUXyWrw,YHN77g2zWsEN1F_q9W_WdQ,2012-07-22 21:03:50,0
4492,vbIE4XdBlzD2ObkOfS6czg,FYZESlQkGYRNa_UNaWTnsA,2016-01-18 00:27:47,0
4493,3x-kbXQUhrsWOcp8mUimbw,5BmQX4UVJY19mMtafMg7JA,2015-09-03 23:41:32,0
4494,xGS_mlHcCUipSKXrHk6CGw,Esf3-D_44pArPd9GqysoCg,2011-08-07 22:31:10,0
4495,YonQ5c_gcHYOOfeAImItLg,_WZCRH-WGJz7Go5Q0fGoSg,2015-12-06 02:03:48,0
4496,TIeXcKbDeGBy-UsgSjRJQg,n8F6d2M3vGfQSZCXy_2ptg,2013-01-16 21:09:25,0
4497,eSSMdkCnfVe1YEU8hcK5bg,cjNiQ1g1VF3rU3uF7EN3yw,2014-07-22 13:13:36,0
4498,VHvmnMAnKvqZIxH63BaF5w,q_CpQ7sOSC-Q1aum7GXbsQ,2018-04-14 04:12:33,0
4499,r7jTY8rLC3nqa9ZXpzuJQA,U7HUYQAUzjBraAi_pEsHIA,2017-12-15 20:41:42,0
4500,xGS_mlHcCUipSKXrHk6CGw,BC3ZYag1EvG9T--8grjysQ,2013-05-12 03:18:20,0
4501,R6M5aafvjMWxOaIzhAd44w,29en4KwCiCj5NjSu3XyaIg,2013-04-05 21:41:03,0
4502,TIQfgCNYEkcAQXeUthDoJQ,f0LN8fAzO8MMIvv88cOrrw,2013-03-02 19:55:49,0
4503,3YhG4h4Ok654iVfqdmkuRg,GYgJtmk1v06FJesYYjrDww,2014-06-07 04:18:09,0
4504,fEElH8y0NX6ekcjpDnEeAQ,yYyljEUFGkezQXpzRlfqQA,2015-02-07 21:29:52,0
4505,wfi0T-xq_P5sKQvwQitlYg,BgdJmHxzpb3jTc9bgEnUIg,2016-03-12 00:09:12,0
4506,LbItzInHCXjRIMEUR6d3ZQ,O-UOybvMutXl97R3dlvkyA,2020-02-24 01:08:26,0
4507,EIpPME2cIuNbhfXrtsSApg,m5dj6k5q4LzoBa9ngisp2w,2012-08-08 19:32:03,0
4508,r-4zmrheIIo-4rrKP2B_Ow,pyeqag0TgH6qPHQngT6dRw,2013-07-25 01:24:50,0
4509,C0bn6f7mqw_JZuHQ0Y3-_Q,RKy85-FSy7ubifr4gAHgjg,2010-11-17 03:04:06,0
4510,hLTrMEeqIy8Oisw9_buO2Q,fts8YQMC69xs0SyisM4AJg,2016-05-28 02:45:24,0
4511,gn7EYFDJVGCxBuTGjw0UBA,Esf3-D_44pArPd9GqysoCg,2011-11-05 19:30:45,0
4512,jwLk7oyj1K566Z5OVF2bQw,X2SypuDcyLuMR8eelW06lg,2015-05-16 21:37:31,0
4513,OQrpSLbnhaBQc9mb5UevTA,s3blBsUKQQKW1QCGuo040w,2016-07-23 23:20:06,0
4514,4KU1NzXysub81XNrXor44Q,3nt7dNaxTojjqV5TCfQ0Vg,2015-04-26 03:08:47,0
4515,Gv2wHeY8sQuyEUS8yX56HA,RuEIK45gBF5iDbYoSa9tOA,2015-10-08 01:14:33,0
4516,gUnqhDOo54ox_eOUTYRQIw,-A5MmVqvwTjGjgYzZBbqIw,2015-10-07 22:40:22,0
4517,3YhG4h4Ok654iVfqdmkuRg,0wURO6m9nmBXXBpuqmlobA,2013-08-15 04:23:44,0
4518,nC9V777rlZbKWm3m0QlXYg,X2SypuDcyLuMR8eelW06lg,2015-06-01 02:21:29,0
4519,xTlqpuuqtO0FWs12gd1v6A,Au0fYA4d7O-yog7kFyZHbw,2015-04-12 17:34:34,0
4520,o_KK0tgEOiSROXIWIBxXMw,i-Y1p_bpCQWcL75bSyHp1Q,2013-09-23 17:49:50,0
4521,waOksCCfPly5eRGq69xHQQ,rPCdcIzXOeeAFfaUhdJJ6A,2014-07-17 00:15:54,0
4522,q1XmmCnzdHflH5y1HyRE4Q,hIkPN0IOhDRNiWT7Yr7LYA,2017-08-23 03:34:11,0
4523,49ZrrEv6JFPTjGsmOvfGTQ,_JbI9Gz4V5wN9ai1FH9fBA,2017-07-23 22:07:54,0
4524,tgsU2AYnlpa2mSYpD44OPQ,q0LjCu5QQESdJ9zCb1eIkA,2018-07-04 04:01:10,0
4525,KE4aIUuvl8p2BABubh0cdw,O7RPPcpWatCuo11gaQbJaA,2018-10-05 05:05:59,0
4526,_ufG-6QfPQyOg8wrH-6e2Q,gJe195hTWCJu4y6Q9vSmcg,2018-11-01 05:39:20,0
4527,lAW03ccfMEuRZiDqvVgc0w,663Fg3O889CwlYEBCIwCkQ,2019-02-14 00:51:00,0
4528,eMHDd029OvjzUhtFPxr5iw,1e9D8kvsPgCzCzlIVPhfkQ,2014-04-11 04:26:19,0
4529,w-zbeDbHvELwcQcQUsRfig,htAgJEdl3lUzcoxoivya_w,2017-12-10 21:32:20,0
4530,wVE0ZKUNn4vsoIyMVhUtLg,RCh0wxJqytmO1F-yh_Fnxg,2012-08-20 03:06:49,0
4531,QmOBo3f9F65o-Kn9tSQUtQ,Nemb9iLSuFgHsU6Rv8Y1Tg,2017-12-10 00:55:42,0
4532,BERaVyLONpPD-J5S-Wz2wg,sObr37op3k51WFriY2zbkA,2014-08-07 03:04:18,0
4533,L7EPpzenzWgutMURVxp8rA,pCQwiWrZR1_oMxJikUYQyg,2012-10-04 01:48:08,0
4534,xGS_mlHcCUipSKXrHk6CGw,LhmDtttZpQdhDz1GMPsXow,2015-06-01 00:01:21,0
4535,ZS6KJLKmPC7xCAwX0avLbA,yLIn3po-fKb0T3UIoJdiyQ,2014-06-17 03:46:33,0
4536,gn7EYFDJVGCxBuTGjw0UBA,U7cScJmo1PNhmPy3QyKaZA,2014-08-23 01:54:41,0
4537,qTFIkN5t9mRdADyiCJivnw,HCBSkwnMPHuOVKrTuGd6DA,2014-10-25 01:20:46,0
4538,r-4zmrheIIo-4rrKP2B_Ow,mlI_ox_AEjwnqtVVldsUsA,2013-07-14 00:04:15,0
4539,lAW03ccfMEuRZiDqvVgc0w,ZgzVfQgkIi3ZldqFcXovxw,2013-03-07 21:58:40,1
4540,W7iLDP6GY4joKZ1zSCOEfA,qQ5uuXrKu-Japb9rT2sx0Q,2013-01-18 01:47:45,0
4541,rBeKFxV0PJ-wXMjaEa8G5A,q_LBY19RK0HYf-ODpDjdVw,2018-03-05 19:56:31,0
4542,wGVW2Lhli0oUlVKbeVCVjg,n2UGOBDBmb2qxoxmtOxTTw,2013-04-24 22:55:44,0
4543,aYxrwlLyfYDK4DsJXTSPIw,tt4lgEAXQcS_Cdy8cbb3rw,2015-08-22 03:39:17,0
4544,3YhG4h4Ok654iVfqdmkuRg,k9nDoJ0MaMYymI-iceql-A,2017-06-23 03:25:20,0
4545,I1MHrxdr98VXT-Dj-vEXLQ,kllzL60MYGNpjsdPZeMZSg,2018-11-18 17:25:24,0
4546,WlzwuGCMcykTYpTSVUHyBA,RM1s2p6Bh2ElzD-_D7uzUw,2019-01-01 21:56:28,0
4547,I1Kn2D6aS__ik2GJnoPLIQ,3-Nmf0rD9aMGzX8FskxAHQ,2013-01-26 22:35:19,1
4548,KyDNjtPbdRA-JEcxM1G--g,lIXd7OQrZMJJyCTJoJXRlg,2012-12-18 04:21:57,0
4549,8eEHKw_Ck5jEZSO6Qt146A,XjST6nGKZ7K_Sb6wKfCPDw,2013-02-13 22:51:39,0
4550,EIpPME2cIuNbhfXrtsSApg,TsJgjklNWnesNaJRsGOT-Q,2014-01-03 23:17:37,0
4551,0HIS4AekSfKhKeRVv1xK0Q,3koeM2Blt-4rEmVIJAZf8Q,2016-03-30 02:12:16,0
4552,3YhG4h4Ok654iVfqdmkuRg,kPG6r0h73sPgXBei0MyzYg,2021-10-14 00:43:22,0
4553,tgsU2AYnlpa2mSYpD44OPQ,T4SBFuxY23-6JsKOregx5w,2022-01-07 05:18:12,0
4554,_9Nr_RrFuqmQ7n7vfkXRfw,KJFBsKNGldwoWZJtt8XgkQ,2012-08-16 19:56:43,0
4555,TIeXcKbDeGBy-UsgSjRJQg,_JfYsP4TR9eTEw8_G3Ivdg,2012-11-24 18:08:16,0
4556,EIpPME2cIuNbhfXrtsSApg,n-WNHzXpw4-2CrU-AF20Cw,2019-01-11 01:29:49,0
4557,gUnqhDOo54ox_eOUTYRQIw,X-M5wlsc0XzrNgbuEguK1A,2015-07-05 16:55:45,0
4558,_ooMvpqllgfGM-pSZe6CGA,7ej1jq6JrU3J3QQv_O84pA,2019-04-06 18:48:57,0
4559,hQgWwIjEbn47nN2BIr_LyA,CMx6lnYGgWLJ-EB6m0uYtw,2015-08-07 18:59:33,0
4560,a5ZoKghLYzfECw3TfG7A4g,s6Q05wZpitOCDU6aIKVx-Q,2016-02-20 02:01:23,0
4561,rUtwr-5PiIMehGoZ32ZG0g,xVECoAQybdgXbtgbZEbNvw,2019-10-23 23:16:57,0
4562,flq0r2DzqWJ-nXHO3a596Q,HYiLl8OWiiUSVJpOQyXVsA,2020-01-16 04:02:20,0
4563,wRvMz57Aa_6znY65lSqkzw,qG4Lh1MdzWgJaAlZEzLIpQ,2013-12-27 22:18:44,0
4564,9jWu_FVmabEIDujxJ3H8Tg,0JGG50I4c9iAPrk7H8dRcg,2016-07-22 20:26:23,0
4565,kd7R1mX2soYNrIbK7h5SVA,3xnYTpKoPBA3711pQx8yaA,2014-05-28 06:12:14,0
4566,3YhG4h4Ok654iVfqdmkuRg,P48O-s2OOVq8UBtskQ90tQ,2015-04-02 15:31:51,0
4567,2XPFAxICeBIAZC74z5qAEw,1ssIbuX6IDbj3cBd17SIug,2014-10-21 22:52:07,0
4568,iQYEssccz069Od06hbs2Gg,adpKtZaOBto7pWxoboXS4Q,2015-12-28 04:09:10,0
4569,NE1LRRPDGTOTU0gwfnYjAg,X8Kto3rqxSOWG7KB-jmWfw,2015-07-02 05:34:35,0
4570,aYxrwlLyfYDK4DsJXTSPIw,0bkqvtzinsxnGF9F6SpkNA,2017-09-10 21:03:59,0
4571,FrXJchrwolMmp_LjZxpFhg,uqayCGXL8mxYgxtDZxUMOw,2012-08-21 21:49:16,0
4572,mdOX-9te4ZFFnuDOEKbyZw,q7V8GYRM2eyVd75bIWAhVQ,2018-04-09 21:50:57,0
4573,RsTziistaWbtW_1z7-ahUg,HCBSkwnMPHuOVKrTuGd6DA,2015-11-13 03:49:09,0
4574,GgvDaphMJy8RMnaggwMQhA,JSy4YZ0HkvMOohyGMIrPNQ,2016-05-12 18:47:25,0
4575,roGoHGWTkYrerml4wr6Wmg,2GUTsH6BHqasxtBEcXwNzQ,2014-05-07 13:41:01,0
4576,3YhG4h4Ok654iVfqdmkuRg,83qFBPNd9wJXI4098iOn2w,2017-12-21 03:15:58,0
4577,zHH9Uj6X-MILFx0jUlTM5A,uDllOxMNc-VEpgViyZ2qvw,2016-08-14 23:53:32,0
4578,f6kOgbTaQPaPqQqMmogL8A,TDce9fSwoN_jZ3nVuDy0iQ,2017-02-09 19:27:02,0
4579,TIQfgCNYEkcAQXeUthDoJQ,Esf3-D_44pArPd9GqysoCg,2013-08-09 01:55:55,0
4580,r-4zmrheIIo-4rrKP2B_Ow,_Hf8iWs1nCydx5blpXV0Fg,2013-12-13 20:02:25,0
4581,3x-kbXQUhrsWOcp8mUimbw,QYDR8X2unoOz9DLg32REDg,2016-04-24 18:18:10,0
4582,nC9V777rlZbKWm3m0QlXYg,mAezba_q7O9AMZJVcHa1Qg,2011-08-30 23:10:28,0
4583,tgrs5VQ6thhouiEtMU-N_w,DOMbfWVTrI-69tDUW-il0A,2012-09-30 01:52:03,0
4584,qTFIkN5t9mRdADyiCJivnw,wgAOla9CZxzuLMyEPvl3Ng,2015-02-14 18:30:23,0
4585,_9Nr_RrFuqmQ7n7vfkXRfw,Fvujip8PJg4UTeAcfSH9QA,2011-04-23 18:50:02,0
4586,lAW03ccfMEuRZiDqvVgc0w,rn4zV_CsAJPuyH3RBvSyMw,2013-10-16 00:44:15,0
4587,2MBf3TnpIg2HOxIjU-BGDQ,zvpLcWGg_TwFTttQ2Fb9-Q,2013-10-09 04:11:08,0
4588,I1Kn2D6aS__ik2GJnoPLIQ,YVtmLzTDDEZcP7ywMqTkRw,2011-04-06 05:16:14,0
4589,G3h8pIclwUbuu3itJqF7ug,WKMJwqnfZKsAae75RMP6jA,2012-10-10 23:59:40,0
4590,Gv2wHeY8sQuyEUS8yX56HA,TPTNJQ68aEP55J17UI-wKQ,2017-03-09 23:16:35,0
4591,zTbrTefzPG6A7BprPkjHrQ,FGkLW4cygmUGD_AwTBwobQ,2014-04-20 00:32:11,0
4592,3YhG4h4Ok654iVfqdmkuRg,XXGtqYn5ocI-xSlcN24FSg,2015-04-03 19:22:55,0
4593,pSAl8EIpINSjJID-VQOlhA,sEfxy6_7Uaq_G7tTx7I-dg,2016-02-05 16:17:17,0
4594,nxC58RDdJMS_WaOpGkBzTg,Up-OMcfkf4zxl1XSeTLInw,2015-07-21 05:56:22,0
4595,xohHjGfHESTJLltPWdt68A,spKCAxeKmx1oGlaBgjrbVg,2013-02-23 22:02:09,0
4596,hRWYO7jcmFDCWDrfPyG0kA,QYDR8X2unoOz9DLg32REDg,2014-05-24 02:52:51,0
4597,W7iLDP6GY4joKZ1zSCOEfA,H3ucnU9Es4E5bd2ANmfe7A,2013-04-01 18:52:38,0
4598,3YhG4h4Ok654iVfqdmkuRg,zCuTt_dSarLqFu6iLzdkjw,2015-08-13 21:34:19,0
4599,wGVW2Lhli0oUlVKbeVCVjg,K-WZ5iVCGGnyq9aaXXG--A,2013-01-24 01:22:25,0
4600,kd7R1mX2soYNrIbK7h5SVA,gUqEACZc9faE9beaANW9fg,2013-04-02 03:52:37,0
4601,UAHMyMc1ackEePFGlTEh9A,QH5lG4sLNp1nx9eXZ6BNtA,2011-07-10 02:44:37,0
4602,Zzagn2Xg7sIcPeoP5TZ8OA,Jio1vxVDY7qzNR5tVQj2lQ,2016-03-30 04:34:17,0
4603,r-4zmrheIIo-4rrKP2B_Ow,_Hf8iWs1nCydx5blpXV0Fg,2013-10-21 18:19:16,0
4604,lAW03ccfMEuRZiDqvVgc0w,3EYTodmOYFzaQXdXAcSfNQ,2018-02-18 14:32:44,0
4605,a0REzCBCztw5pS0_BOTa6A,4T8dsk4lvfpdHSrWuRAKdA,2014-04-14 02:25:25,0
4606,eMHDd029OvjzUhtFPxr5iw,QXJR1j949PHnH9ImB6xUcA,2014-10-23 16:27:16,0
4607,NrgJ-4n6ZtSm4wMLroEayA,f9_TLVlUHBv0869CygEbZg,2011-08-03 04:04:53,0
4608,EIpPME2cIuNbhfXrtsSApg,ZcYFylbiFArKxpOQWxkIBQ,2013-02-28 15:14:18,0
4609,-2U8X6XX1NV1mYX-2MCtKg,uM0ljy6pQIegLJtBUw9dOQ,2012-04-30 06:07:23,0
4610,plwYSf3CwOWKk8EKpRI8_Q,pRgSSLzPCyWH_dJ_GRyUCw,2016-08-14 06:25:03,0
4611,TIeXcKbDeGBy-UsgSjRJQg,sXMj6HCFyTUmvQZpndNqtg,2013-01-20 23:19:18,0
4612,UqVnFtX7ORbDhMW6Pd77Jw,q7K2v0hDZRQYHrQUfA8ylw,2010-10-20 20:02:02,0
4613,JptQcOITk8DEYRfimsXqrQ,YMIl-8E3DATOWOMh0mMz8g,2019-04-17 01:31:43,0
4614,lAW03ccfMEuRZiDqvVgc0w,YItdzn46TqsGx2EPY1zNQQ,2015-05-23 16:08:03,0
4615,EIpPME2cIuNbhfXrtsSApg,6-iHwK72Ji9yP9lY0CH4LQ,2014-12-27 04:24:46,0
4616,A-2zbugiLZbfV0-JbRHeuw,n6up3A47D8FIyKcdPDWzuQ,2015-01-05 00:45:20,0
4617,zuOFjbC9LRwJUK3q-klaig,WDsn29o6vk1USqm6UTiQAA,2018-02-22 03:35:32,0
4618,lAW03ccfMEuRZiDqvVgc0w,4ORRY2fYsRhwN0u8QjQNEg,2015-11-09 22:07:03,0
4619,I1MHrxdr98VXT-Dj-vEXLQ,YRXh29U8FiZt8n-5fe-wuA,2018-06-09 23:35:19,0
4620,I6aRZ4sE7ixv0_2r3-XvGw,WklNC4oBYyPqMb2ILfcV3w,2015-08-29 06:38:14,0
4621,Q77LrYBz5DuNQj-rh8mWHA,L0aY9-xBlD0-yWpn1YoSqA,2016-10-30 03:27:48,0
4622,lAW03ccfMEuRZiDqvVgc0w,X87fRbmrtWE5P-ShJOAJJA,2013-02-17 22:58:16,0
4623,lAW03ccfMEuRZiDqvVgc0w,y_JB1FH3spQQ8YQ4QNjTcw,2015-05-17 03:50:21,0
4624,-RdcoZAzlQAzyMAwY6elXg,Id_FzuIECTCom2UeENyxlg,2012-03-17 20:50:16,0
4625,dilIt9UKJFM6kBWqER1_ew,sNEsVgzjyZLjkzXXK_7pZw,2017-05-30 04:32:37,0
4626,QHor74ePSx5jZlyNqb_mow,z4-mV9rqVULtqO6swE-gMg,2010-06-24 17:52:21,0
4627,W7iLDP6GY4joKZ1zSCOEfA,YVtmLzTDDEZcP7ywMqTkRw,2013-05-14 04:55:48,0
