business_id,name,address,city,postal_code,stars,review_count
Ch9liPsjXYt_TvjudOgUxA,Northeast Community Health Centre,14007 50 Street NW,Edmonton,T5A 5E4,2.5,9
DKcFxSfjLvSXRB9rOKE8jw,KFC,9260 Ellerslie Road SW,Edmonton,T6X 0K6,1.5,9
ThW0hRlbl-D7aou_89Aaqg,Pro Skate,9212 51 Avenue NW,Edmonton,T6E 5L8,4.5,6
8VKcLx_KgjGpVSgZgHnGEw,Edmonton Public Library,4211 106 Street NW,Edmonton,T6J 6L7,3.5,16
KGjjwjlbj8zO_EAf7KiHXA,Marshalls,2039 - 98th Street NW- SOUTH EDMONTON COMMON,Edmonton,T6N 1K2,3.0,5
UioH-rT6KHrD15kVVE7Cjw,Wetzel Pretzel,8881 170 St- Ste 1755,Edmonton,T5T,3.5,19
s1GeZSSotcqGjVQequ8EPw,Tim Hortons,7535 38 Ave NW,Edmonton,T6K 3X9,3.0,5
XUV5N59OnhLsg5z3PHx1eg,Il Forno Ristorante,14981 Stony Plain Rd NW,Edmonton,T5P 4W1,3.0,24
xg-fzn4JEvGl9S9D6-9dsA,Auto Imports,9904 75 Avenue NW,Edmonton,T6E 1J2,4.0,5
DmIwmTVP7v79fuLDu03ysw,Therapeutic Body Concepts,15131 110th Avenue NW,Edmonton,T5P 1E1,5.0,6
hiRFCVIrbFs1DjHD0_ktvg,Pizza Hut,156 Street and 87 Avenue NW- Unit 260,Edmonton,T5R 5W9,3.5,6
kH90R1fkutERzyJ1ygBd3Q,Millennium Place,2000 Premier Way,Sherwood Park,T8H 2G4,4.0,20
wvqIG-nWucD9ML2Pt7BdVQ,Lan Phu Thai,6502 132 Avenue NW,Edmonton,T5A 0J8,5.0,8
afkw4ZMsFhMyWpYn5xHCYg,The Tea Place,13671 Street Albert Trail NW,Edmonton,T5L 5E7,4.0,34
NF5ovoApBMIMomUyp2YfWQ,GTFO Escape Entertainment,10018 105 Street- 2nd Floor,Edmonton,T5J 1C3,5.0,32
lmh8kuT2s3Fy_9ZUl2l0cA,Dent Clinic,3903 99th Street- Unit 130,Edmonton,T6E 6M2,5.0,5
EruEoNu4v03gBlNVMWNALw,Rundle Park,2909 113 Avenue NW,Edmonton,T5W 0P3,4.0,13
W_m8AI-38fYvWD4YgB4Zeg,Shoppers Drug Mart,4005 Clover Bar Road- Suite 20,Sherwood Park,T8H 0M4,3.5,8
GcGXcAz736wCPx2axOnvYA,Value Village,10127 - 34th Ave NW,Edmonton,T6E 6J8,3.0,21
WIf1NO9OEUkqPR4R52cs6Q,Westmount Mini-Mart,Westmount Shopping Ctr- 200 Westmount Ctr NW,Edmonton,T5M 3L7,2.0,13
EeMQfoJgl8Xtyew6AXzcyg,H2O Lounge,10044 82 Avenue Northwest,Edmonton,T6E 1Z3,2.0,19
X2x1rHRYNayXZ-BN4CGGRQ,Jugo Juice,Edmonton City Centre- 10025 102A Avenue,Edmonton,T5J 0E7,3.0,5
-5ivHc7R7F_fHxTtxGvlgA,Mt Fuji Teppanyaki,102-9940 137 Avenue,Edmonton,T5E 5P0,3.5,23
oBmkr9cUmwOBA4hLi3-U-w,Good Buddy Chinese Restaurant,2059 111 Street NW,Edmonton,T6J 4V9,2.5,67
cguma8oUR5RSwfF1jNieUw,Portugese Canadian Bakery,5304 118 Avenue NW,Edmonton,T5W 1C4,4.5,12
wCC9_DcBVUmhvNWQGqfILA,Om Hot Yoga,10619-124 Street,Edmonton,T5N 1S5,4.0,10
D3H0pQUSO4uW9PxX2Cb9jA,Tutti Frutti,2 Hebert Road- Suite 244,St. Albert,T8N 5T8,4.0,5
7i39pzQfXiJzJdLEo-BZRA,Mike's Sub and Donair,358 Mayfield Common NW,Edmonton,T5P 4B3,3.5,5
NrwvTONDZe_zkf4dNBHTDA,H&W Produce,12510 132 Avenue NW,Edmonton,T5L 3P9,4.5,17
X8uLn9B7C5b3SofJM12s6w,Mist Salon & Day Spa,177 Bonnie Doon Shopping Centre,Edmonton,T6C 4E3,2.5,28
J3v9wfVtxcQ2DZPXgE8ksA,Second Cup Coffee Company,8906 149 Street NW,Edmonton,T5R 1B8,3.5,6
ceQPyPwb6_fKf3ke1P2qDA,Sublime Swim & Sunwear,335 - 140 Street Albert Trail,St Albert,T8N 7C8,4.5,8
stSD7zDVWDrurFYpL2Y9Sg,Saigon Taste,10383 112 Street NW,Edmonton,T5K 1M9,4.0,36
u0Cz1KIzD4CuJAkYwBtQSA,Jiffy Lube,13731 97 St Nw,Edmonton,T5E 4H6,1.0,5
Zyp9DZ_l7vyfKwTOUmxSvw,Little Caesars Pizza,11588 104 Avenue NW,Edmonton,T5K 2S5,2.0,8
bonyK-iuhyybLJc62NYSMw,SEPHORA,109 St. & Princess Elizabeth Ave.- Suite 200,Edmonton,T5G 3A6,3.5,19
KJFBsKNGldwoWZJtt8XgkQ,Good Earth Coffeehouse,8623 112 Street NW,Edmonton,T6G 1K8,4.0,39
d_CkDArGzp-aKWJhVqU-wA,Lewis Estates Car Wash,5 Lewis Estates Boulevard,Edmonton,T5T 6A4,2.5,7
HrlkWsZNqoffwpfkBGsLWw,Stylez Nail Spa,8611 109 Street,Edmonton,T6G 1E7,4.5,11
nr4vjaWSVuWtpHOjhdGmFQ,Best Choice Automotive,9928 35 Avenue NW,Edmonton,T6E 6B2,3.5,8
e0iCFeakO_y2Jwjm8stW8w,Taste of Szechuan,3855 99 Street NW,Edmonton,T6E 6H6,4.5,12
JWz7Iz7ifYDCSwV8dIqMuQ,PetSmart,5000 Emerald Dr,Sherwood Park,T8H 0P5,2.5,6
AWcvXiZyxdDlj_ImZh896w,South Edmonton Common,1978 - 99 Street NW,Edmonton,T6N 1N5,2.5,19
Fq5gQHtwiRx-vgxbG_dlRw,Red Lobster,10111 171st Street,Edmonton,T5S 1S6,2.5,70
i4CE5oDN58ieUtwffub-RQ,Galaxyland,8882 170 Street NW,Edmonton,T5T 3J7,3.5,38
SN6oCdu9zGamDQj5041Xyg,Ricki's,8882 170 St NW,Edmonton,T5T 4J2,4.5,8
YfAS0B4s9Wk_lcE-dEQiJg,A Yah Mi Deh Jamaican Restaurant,4435-118 Avenue,Edmonton,T5W 1B2,4.5,21
C6viAwGwbbzDazD5IBM2ZQ,Boston Pizza,12788-167 Ave Edmonton,Edmonton,T6V 1J6,3.0,17
_8igh2mxuHZTOnm0k2MT_Q,Why Not? Cafe And Bar,8534 109 Street NW,Edmonton,T6G 1E5,4.5,13
xHy5jRSjd1K1H48bJHNd3A,The North Face,8882 - 170 Street- Space R219,Edmonton,T5T 4J2,4.0,5
IWm-gcWHcIcX9Ws_jZzOeg,DHC Salon,9150 23 Avenue NW,Edmonton,T6N 1H9,4.5,22
Cy5_z7oplp9yNaAR_MMGPQ,Kingsway Oral & Maxillofacial Surgery,107 14310 111 Avenue NW,Edmonton,T5M 3Z7,2.0,8
3iNJRKN3Nx9MmBpNfXfVDQ,Extreme Pita,18483 Stony Plain Road NW,Edmonton,T5S 2X6,3.0,6
tZxhg6paYPUKA5blNBgxAA,Delica Bridal,2951 Ellwood Drive- Suite 108,Edmonton,T6X 0B1,5.0,15
qLybIj71KtbvpvHza93HpA,MacBeth Comics and Collectibles,10715 124 Street NW- Suite 101,Edmonton,T5M 0H2,4.5,6
FM81cYp1irTPZTKD-bXWzw,Sunbake Pita Bakery,10728 134 Ave NW,Edmonton,T5E 1J8,4.5,63
Wln_3egrGnPQagNrdAVH7A,Rigoletto's Cafe,10305 - 100 Avenue NW,Edmonton,T5J 3C8,4.0,32
1FB6qlf7ZuUD22Vyqo_4RQ,Bubble Buzz,10140 104 Street,Edmonton,T5J 1A7,4.0,18
f9_TLVlUHBv0869CygEbZg,Dadeo,10548A 82 Avenue NW,Edmonton,T6E 2A4,4.0,237
UuWMujQCE_5HGfxL7wdx2A,Mark's,620 1100 Westmount Shopping Centre NW,Edmonton,T5M 3L7,3.0,5
Jx57H8us3w9UNtNyS_D28Q,Grandin Bakery,12-11 Bellerose Drive,St Albert,T8N 5C9,4.0,14
ytbYfAmOFptEAfwkCvLyGg,Goodlife fitness,2430 Rabbit Hill Road NW,Edmonton,T6R 3B5,3.0,8
wCeVZcCMuflmgzjFrPiYPQ,Rexall,11811 Jasper Avenue NW,Edmonton,T5K 0N8,3.5,8
-RS_7SU42foCTItx4f3C6A,Subway,Newton Place University of Alberta- 8511 112th St,Edmonton,T6G 2L7,3.0,8
BH3OcqkJuV4hJ_J-JpFdJA,Cafe Celeste,144-160 Broadway Boulevard,Sherwood Park,T8H 2A3,4.5,17
9GxOpAQKWpoQoJnjQa9ILg,Costco Gasoline,7259 Winterburn Road,Edmonton,T5T 6T7,4.5,6
NIb3KBSmm4FivxoerbkwEA,Prairie Noodle Shop,10350 124 Street NW,Edmonton,T5N 3V9,3.5,112
Y4QtE7P5V-oH3p2bjjLC6w,General Veterinary Hospital,11403 143 Street NW,Edmonton,T5M 1V7,2.5,12
LK9fW20FdraEjFyeulzzcg,CydiaFix,3442 99th Street Northwest,Edmonton,T6E 5X5,3.5,26
VVpQU10_dhKkFz8eBAFQUg,Sorrentino's South,4208 Calgary Trail NW,Edmonton,T6J 6Y8,3.5,31
4c6KFQDT51uHrPcfoXUfeg,Spotlight Cabaret,8217 104 Street,Edmonton,T6E 4E7,4.5,12
TbzemmCvd6vB7nbMEa1QlQ,Wing Chicx,2912 Ellwood Drive SW- Unit 28,Edmonton,T6X 0A9,4.0,61
9unJwFyCX15zPuZDIuKxtg,Dream Donair & Pizza,6230 99 Street,Edmonton,T6E,4.0,18
DsdFqY64igNpJIHMrLXO-Q,Oasis Orthodontics,201 13613 163 Street NW,Edmonton,T5V 0B5,4.0,5
29en4KwCiCj5NjSu3XyaIg,Simons,8882 170 Street NW- Unit 2401,Edmonton,T5T 4M2,4.0,34
xCr6jmZz2_yOzwAMjEvxhg,Crazy/Beautiful Hair Studio,,Edmonton,T6E,3.5,14
r0NkWsutE4b8ONlJhoMXWg,Astros Restaurant,10038 167 St NW,Edmonton,T5P 3W4,4.0,11
WBI4wpop4Ox0y5lg4GvhnQ,Saigon Cuisine,508 Riverbend Square,Edmonton,T6R 2E3,3.5,23
EMBkcDKFNf3axiDDeLwsUA,Five Star Tailors & Drycleaning,5156 Windermere Boulevard,Edmonton,T6W 0L9,3.0,6
rKuhseqemnbSsBT-4_g7PQ,Red Loon,7716 104th Street,Edmonton,T6E 4C5,5.0,6
qNv6C5eR2HQ-nsAi5hVVmg,Target,St Albert Centre Mall,St. Albert,,4.0,5
8oMrFwKdxey0ICvpaqRGKQ,Sundance Mazda,17990 102 Avenue NW,Edmonton,T5S 1M9,3.5,16
2QIxk_gGB9rRX45uzmPHuA,Remedy,8155 105 Street,Edmonton,T6E 2A2,5.0,10
U-fs6PO3Sg3xKGi9Wqzbkw,Liuyishou Hotpot Edmonton,9700 105 Ave NW- Suite 168,Edmonton,T5H 4J1,4.0,7
i9zqoiryCTHbcoUv-c4m9Q,Korean Grill,2912 Ellwood Dr SW- Unit 28,Edmonton,T6X 0A9,4.0,5
wf9IqrwI8Vj57U-ABuZ9Dw,NYF,8882-170th Street,Edmonton,T5T 4M2,3.5,10
VZ9xnsYuFhuJ5excEHazbQ,Northlands,7515 118 Avenue NW,Edmonton,T5J 2N5,3.0,47
zs9-Hyc7ZlkFu5uAN46IdA,John Janzen Nature Centre,7000-143 Street,Edmonton,T5J 2R7,4.5,7
FmNJnhYMzPUaCjtqKwgB8Q,SABBS Restaurant & Lounge,10508 101st Street NW,Edmonton,T5H 2R8,4.5,5
Nvc_G4tFjCZU1CgK69NbJQ,TruGreen Lawn Care,9768 47th Ave,Edmonton,T6E 5P3,1.0,12
IeEqXb6ei9TXlQU0HPfXXA,Marble Slab Creamery,9770 170 Street NW,Edmonton,T5T 5L9,3.5,19
S6HhMZgDpAdpArUKRlrSrw,Japonais Bistro,11806 Jasper Avenue,Edmonton,T5K 0C1,4.0,142
bNIL04bBGKcfBTj0Rnrj_g,Kai Asian Grill,10909 Jasper Avenue- Unit 100,Edmonton,T5J 3L9,3.0,6
t0kdYZvEy78RHUD7nq2yAw,Saccomanno Bros,10208 - 127 Avenue,Edmonton,T5E 0B8,4.0,21
Kbg1cyjao_ELpFSK3zk1mQ,Capital Plumbing & Heating,14843 118 Avenue NW,Edmonton,T5L 2M7,3.5,5
Ivda64EJHZVQa1hBBRJumg,Pizza 73,9722 Ottewell Rd,Edmonton,T6B 2E8,2.0,5
vMI9XcEWs9aE7hN0yK6GLw,Papyrus,Southgate Mall- 5015 111st,Edmonton,T6H 4M6,3.5,8
doXrSxu1hoYiQNlmyWS5yw,Dessert Island,10824 - 97 Street NW,Edmonton,T5H 2M3,4.0,5
WN26x54OVTnTrRFLvjKG4Q,Healthcare Solutions,9499 137th Avenue NW,Edmonton,T5E 5R8,3.5,5
Pw8iZwMIIHqs2kYRiiyTJQ,Alexander Daniel Hair & Body,11907 Jasper Avenue NW,Edmonton,T5K 0P1,4.5,9
wDV-rdks_6O-jBkKhzThBQ,Hart's Table & Bar,14229 23 Avenue,Edmonton,T6R 3E7,3.5,102
b3KxHgc7le1Mc2Q3OFsszw,Flowers By Merle,12320 105th Ave NW,Edmonton,T5N 0Y4,3.5,16
exWa73g8bG0p3pI7NlKD8Q,Careit Urban Deli,Crestwood Centre- 9672-142 Street,Edmonton,T5N 4B2,4.0,18
5sK3TA26u-XLtkXPsZk9ew,Union Hall,6240 99 Street NW,Edmonton,T6E 6C7,2.5,28
E999I9qAul2UGGMYtlyN7g,Q Nails Griesbach,103 9934-137 Avenue NW,Edmonton,T5E 6W1,4.0,11
TBmOpMQfWJy3v3b713X6wQ,Chianti Cafe & Restaraunt,13712 40th street,Edmonton,T5Y 3B5,3.5,36
mu2GzX8oFI78IuhbzkOECQ,Y Not Indian,10331 82 Avenue NW,Edmonton,T6E 1Z9,4.0,21
nmtJg8-NaWekTnCfRp9u0A,Mill Creek Ravine Park,76 Ave NW & 96 Street NW,Edmonton,T6C 0J9,4.5,9
Fw0Zj62lkz-KUPu-RgJRrA,Ninh Kieu Restaurant,10708 98 St NW,Edmonton,T5H 2N9,3.5,5
RwNRZ_8O0p2dam52_fZPXA,Ceili's Irish Pub,10338 109 St NW,Edmonton,T5J 4X9,3.5,11
ylAmwbe_9bMr7ch0nov8RA,Desert Rose Dance Studios,10575 115 Street NW,Edmonton,T5H 3K4,4.5,12
hS0QiAXPyf3GcLu8nw1hAQ,The Chopped Leaf,10155 102 St- Ste 148,Edmonton,T5J 0A5,3.5,35
NSjz0ZlU_mZJVoPGEXMSrA,Healing Waters Spa,10740 82 Avenue NW,Edmonton,T6E 6P4,3.5,17
7R0lB-F5yYm0Zx6hCZ6S0w,GYMVMT - Clareview,13746 50 Street NW,Edmonton,T5A 5J6,2.5,12
g2ZtiwsifkBOhsPsmq4MEQ,Safeway,11410 104 Avenue NW,Edmonton,T5K 2S5,3.5,21
o1-UIT87_Usm3A6hneFfoQ,The Bower,10538 Jasper Avenue,Edmonton,T5J 5E7,4.0,12
Z3xscDO1sMReiVfg5pnn7w,Hudsons Canada's Pub,10141-109th Street,Edmonton,T5J 3M5,3.5,21
rn4zV_CsAJPuyH3RBvSyMw,Dance Co Ltd,9030 McKenney Avenue- Mission Ridge Plaza,St. Albert,T8N,4.5,5
XVbyfriDebrJL-db2SsECQ,MR MIKES SteakhouseCasual,8882 170 Street- Ste 1647,Edmonton,T5T 4M2,2.5,68
GmKP1vPI91k-gdOQLVAxoQ,Elsafadi Brothers Super Market,11316 134 Avenue NW,Edmonton,T5E 1K5,4.0,5
VzmP1_IoypDfoNEQGGaQTw,Wind Mobile,10088 102 Avenue Northwest- Suite C103,Edmonton,T5J 3C6,2.0,7
v3HpeD3_Q0YUM19-isldoA,Lava Mediterranean Cuisine,16741 100 St,Edmonton,T5Z 3X9,3.0,7
5ISyitcUa0Ylc26K7iBSXw,Sherwood Park Volkswagen,2365 Broadmoor Boulevard,Sherwood Park,T8H 1N1,1.5,9
gZENMbxCi84f85_0AFD-7A,Fuss-Art of Hair,10711 Saskatchewan Drive NW,Edmonton,T6E 4S4,4.0,29
w1cH5PL1j3NciTHk2wgg9A,Nando's PERi-PERi,4228 Gateway Blvd.,Edmonton,T6J 5J7,3.5,97
ehhsn_ip7P5roo1FHhHteA,Structube,13550 137 Avenue NW,Edmonton,T5L 5E9,2.5,5
2kv-urkA_UsIzrp_OmbBsg,Running Room,8537 - 109 St,Edmonton,T6G 1E4,3.5,16
AxpvYktl1iX-4qakULDT8Q,Harvey's & Swiss Chalet,8882 170th Street,Edmonton,T5T 5X1,2.5,5
EgC7mJsoxha1wNw36TeAfw,Boxer Kitchen & Bar,10315 83 Avenue NW,Edmonton,T6E 2C6,3.5,6
L6cA-803X758K5SmDGNFBg,State & Main Kitchen & Bar,1237 Windermere Way SW,Edmonton,T6W 2P3,3.0,30
8AcqFNjZp3gzs66w_g0Aog,The Bedouins,13716 Castle Downs Road NW,Edmonton,T5X 4H7,5.0,40
h4h3WWTjfS7HGtDB5BHyiw,Kick Hair and Body,10847 23 Avenue,Edmonton,T6J 7B5,3.0,6
OQ4-zYZ0JImHr0TGsEGYJQ,Junior Appliance Service,401 Willow Court NW,Edmonton,T5T 2K7,1.5,13
Co206M9nTmD92XSatmvL_Q,Bed Bath & Beyond,9450 - 137 Ave- Unit 194,Edmonton,T5E 6C2,3.5,7
yYGCoJfHANvtOZ7e51FU5g,Spring Roll Kitchen,2395 111 Street NW,Edmonton,T6W 1A8,2.5,33
6df34MdE_OhbCOdiSpasQA,Majestic Tanning,827 Saddleback Road,Edmonton,T6J 5R4,3.5,5
LMq7dhFLj0pEpVnhjuMppA,Estee's Fabrics,4443 99 Street NW,Edmonton,T6E 5B6,3.0,6
XLrpiX-SgdGgfaEEAKg43A,Earth's General Store,9605 82nd Avenue,Edmonton,T6C 0Z9,4.5,34
ITYK6vL9Ec0MBErKlRc6Pw,Five Guys,5015 101 Avenue NW- Unit 110,Edmonton,T6A 0G7,4.0,14
jPtMsCPN_lEpf9rOElNC4A,Save-On-Foods,10368 78th Avenue Northwest,Edmonton,T6E 6T2,3.0,17
Ozz3NUhS4AfYsUHVbsLxrg,Pro Plumbing & Heating,6906 - 82 Ave NW,Edmonton,T6B 0E7,3.0,5
7mUhsa1kcQ-COh-TK68mWg,Chez Cora,9977 - 178th Street NW- Suite 6,Edmonton,T5T 6J6,4.0,47
ylVLhB3NEa-X4I2qk3kSvg,La Vie Lente,10514 82 Avenue NW,Edmonton,T6E 2A4,4.0,8
y_xJzKTkZN96V5hvXahX9A,Coco Fresh Tea & Juice,2920 Calgary Trail NW- Unit 110,Edmonton,T6J 2G8,4.0,20
T3fW718kz6h1QciqioCkJg,Breakout,6111 101 Avenue NW,Edmonton,T6A 0G9,3.5,11
pO3BhDCAQKOAfEpd598ejw,Joey's Restaurants,12222 137 Avenue NW- Suite 111,Edmonton,T5L 4X5,2.5,10
qft7HYCM-KvQiXk1oYPQfw,Doyle's Pub,2619 151 Avenue NW,Edmonton,T5Y 2M4,3.5,6
3zVcQ-g4OUJoPn_kTl6vyg,Sushi Shop,5206 Windermere Boulevard,Edmonton,T6W,2.5,25
nPxa63eD2jZNYGgEGwpjZQ,Golden Dynasty Restaurant Chinese & Western Cuisine,440A St Albert Road,St Albert,T8N 5J9,1.5,8
eUWPinQIsS8oBogmk29NAQ,Loft 82,8213-104 Street,Edmonton,T6E 2A2,4.5,6
0ihbRd1mnVKCP6h8TEpqng,Subway,Stadium Station- 8116 112th Ave,Edmonton,T5B 0G1,2.0,5
_QCfBiJIv1iGHgthFr_CJA,Wings Sports Bar & Grill,8541 - 118 Avenue NW,Edmonton,T5B 0S7,4.0,5
sdFFNnetkv2gWKiWQTiJrQ,Northstar Hyundai,14803 137th Ave,Edmonton,T5L 2L5,2.0,27
AtmGgjJVIcWnaTcVDZN_hw,Meat The Bun,9080 25 Avenue SW- Unit 118,Edmonton,T6X 2H4,4.0,6
wMrjWiECNxyCASlmUqwdAw,Booster Juice,1707 102 Street,Edmonton,T6N 0B1,4.0,7
TbG9cKTpRdALSFyAN5XWqQ,McDonald's,97 Street 165 Avenue,Eaux Claires,T5Z,1.5,13
TjkZr6j8NiaDHEYk5-NL_w,Green Onion Cake Man,9132 118 Avenue NW,Edmonton,T5B 0V1,4.5,25
3xnYTpKoPBA3711pQx8yaA,Chili Hot Pot,7219 104 St Nw,Edmonton,T6E 4B8,4.5,74
ST-Syq4e6Bkh476ZATR3uw,Unity Wellness,1935 105 St.- NW,Edmonton,T6J 5V9,5.0,5
r06dyqBY7x_WMR9vIbp3CA,Bliss Baked Goods,10710-142 Street,Edmonton,T5N 2P7,4.5,30
iMB5f4Rjz2fRWIBG8FA8vA,100 Street Funicular,10065 100 Street NW,Edmonton,T5J 0N6,4.0,9
qV4AEh7g_u5tk6riY1k9jw,The Theatre Garage,3711 98 Street NW,Edmonton,T6E 5N2,4.5,8
OMFXXPS0Cb0ufvpRKH8pFA,Winners Apparel,137th Avenue And 66th Street- Londonderry Shopping Centre,Edmonton,T5E 6C1,3.0,6
MPb32aTOWlnzu56wyMp1qg,Massage Heights,11972 -104 Avenue NW,Edmonton,T5K 0G6,4.5,5
jVClilA69uWVeSfI-oUIFQ,The Manor Casual Bistro,10109 125 Street NW,Edmonton,T5N 1S7,3.5,33
xckV3QMDRN8feYVzjrNKZA,The Chopped Leaf,Van Vilet Centre- University of Alberta- 8831 116 Street,Edmonton,T6G 1P7,2.0,5
CEBM9Ls8IHhYtbsxW9PC0w,Ohana Donuterie,10347-80 AVE NW,Edmonton,T6E 1T8,4.0,101
5Nw0xeubM3B-40gLwVNUUQ,Dragon FX,114 Kingsway Garden Mall,Edmonton,T5G 3A6,2.5,13
xUnBkTlxyqE5blBy9hBbbg,What The Truck,10440 Jasper Ave NW,Edmonton,T5J 1Z7,2.5,8
bpz71eysAa3JdgF1qXFa7Q,St Albert Bowling Centre,14 Inglewood Drive,St Albert,T8N 5E2,3.0,8
1s8KM8GP5X3m7ck57tCFpg,kb & co windermere,5422 Windermere Boulevard,Edmonton,T6W 0L0,4.5,26
AZQwbUK45eA5diaGM63xfw,Ricky's All Day Grill,11431 Kingsway NW,Edmonton,T5G 3E8,2.5,13
uwjDQsfUuViECXD_zMmyPQ,Shoppers Drug Mart,6290 199 St NW,Edmonton,T5T 2P4,4.0,6
I2Ipf82-rbAwh0I-X9T0gg,Lotus Cafe,10321 124 Street NorthWest,Edmonton,T5N 1R1,4.5,6
FQLqYDotDp2OjO_qJKu20A,Hilltop Pub,8220 106 Avenue NW,Edmonton,T6A 1J1,3.0,16
4SZCNz30VKLesMvW_zAs7Q,Three Vikings,10713 124 Street,Edmonton,T5M 0H2,4.5,29
-UkBFs6zsvNmfLtkjEZolw,Kids' Furniture Gallery,3805 99 Street NW,Edmonton,T6E 6J1,3.5,8
YshBHMZJhbAJ3nmjr9xUGQ,Stages Kitchen & Bar,16615 109th Avenue NW,Edmonton,T5P 4K8,4.0,30
s9E6ZNbsS5NnrTT8zyUAOg,Sherwood Park Toyota,31 Automall Road,Sherwood Park,T8H 0C7,2.5,29
t6_73WeIsoLZJlt6tBxwbA,Tres Xhic Salon & Spa,2333 Rabbit Hill Road,Edmonton,T6R 3L6,3.5,23
q_LBY19RK0HYf-ODpDjdVw,The Wish List,10464 Whyte Ave,Edmonton,T6E 2A2,4.0,17
FDzQSITXyXP_OHlKRpqnfw,Kurves Brow Bar,109 Street Kingsway Avenue,Edmonton,T5G,3.0,15
wsBQZl79JFWVmMQpQ0iDCg,Mobile Spa Elite,,Edmonton,T5J 4H8,1.0,9
z1JfKhOkJXtVejXdRyu3Fg,La Bodeguita De Cuba,11810 87 Street NW,Edmonton,T5B 3M9,4.5,7
nu5Cn81pSzhQB81jLWk1-g,Ponytails + Horseshoes,8408 109 Street,Edmonton,T6G 1E2,4.0,47
WuXkH8FlXI07UF7b0O4noA,HER GYMVMT - NorthGate Centre,9499 137 Ave.- 1040,Edmonton,T5E 5R8,2.0,7
SsqPK_ACY1-O24UqQY55Mg,West End Shoe Repair,15133 Stony Plain Road NW,Edmonton,T5P 3Y2,4.5,6
HBeWghNmCjZXtx7f5FY80g,Chateau Louis Liquor Store,11727 Kingsway NW,Edmonton,T5G 3A1,4.5,9
OKykLl-246Mac7wnyndrxw,Canadian Canine Training,52111 Range Road 231,Sherwood Park,T8B 1M8,2.5,5
CEOZo_DTIO6rXEMJHNtTJg,Starlight Casino,8882 170 Street NW- Suite 2710,Edmonton,T5T 3J7,3.5,18
me8Rr3eUBluvOcy1ytmMOw,Dynalife Medical Labs,2919 137 Avenue NW,Edmonton,T5A 5G8,2.0,5
n24APiymWrGNklmgtqJQlw,La-Z-Boy Home Furnishings & Décor,2006-101 Street NW,Edmonton,T6N 1J2,2.5,8
kHL00cuNothLsacKCvF3zA,New Asian Village Restaurant,9308 34 Ave NW,Edmonton,T6E 5X8,3.5,46
25uEEaWkWO5PHg_bh9BZwg,Thai Express,109 Street & Princess Elizabeth Avenue- Suite 425- Kingsway Mall,Edmonton,T5G 3A6,2.5,8
mdCgdMncBqe3wUMTKTGpGg,Billy D's Golf Center,9656 28 Avenue NW,Edmonton,T6N 1G2,3.5,5
ig7GkVCAiXhnPjDSGPo0mA,Laura,8882-170th Street,Edmonton,T5T 4M2,4.0,5
jgG7CsnFcHPUjAKbP73fxQ,Polar Spas,5605 99 Street,Edmonton,T6E 3N8,1.0,9
2KhwR5XB2u88e3AgH4mq5w,Monty's Pizza,1027 Potter Greens Drive NW,Edmonton,T5T 6A4,4.5,42
gZ37igy0K1NICwlZUsE46A,Panago Pizza,10375 - 112th Street,Edmonton,T5K 1M9,3.0,12
bcayknVGB0OiD2HWgX-VdA,The Surf Studio,11511 120th Street,Edmonton,T5G 2Y4,4.5,27
emv2P-5mzQCN9H07ci0w8g,Pizza City Donair & Broast,5572 Windermere Boulevard SW,Edmonton,T6W 0L9,3.5,25
fLyC6g6XMdDsbC2cEzbsYQ,Brilliant Nails,13831 42 Street NW,Edmonton,T5Y 3E1,2.5,17
8VzClA_1OfCTT9CLNsviiw,Taste Of India Express,101 Granada Blvd- Ste 308,Sherwood Park,T8A 4W2,4.5,26
2byGVGZ05ahkUSaRDC9l1w,Snap Fitness Broadmoor,2257 Premier Way,Sherwood Park,T8H 2M8,2.0,6
_MM6uUK_M-trJtifosyUYw,Bonanza Western Grill,12536 137 Avenue NW,Edmonton,T5L 4Y5,2.5,13
GDjqjQMuleU873oeBOh4Tw,King LASIK,10430 61 Avenue NW- Suite 101,Edmonton,T6H 2J3,4.5,6
fGlCiSIh0BGB4_Yn8_1gpA,Nitza's Pizza,80 Mckenney Ave,St Albert,T8N 2G4,3.5,27
dAMToybLb93nvdfE5J4WOw,MAC Cosmetics,5015 111 St Nw- Space 324,Edmonton,T6H 4M6,3.5,17
qiGHAWeOtBAETFC9CpQpwQ,Aldo,8882 170th Street,Edmonton,T5T 4M2,3.0,5
DA_BJ-1MiLdmeh5BKLo6HA,GoodLife Fitness,2020 Sherwood Dr- Unit 300,Sherwood Park,T8A 3H9,4.0,6
Uh2NXXr6Q_s3lHf81P6UqQ,Maven and Grace,9601 82 Avenue NW,Edmonton,T6C 0Z9,4.5,6
pyyCzCeWGMP6vo4_cg7PJw,Midas,6316-104th Street,Edmonton,T6H 2K9,2.5,14
E25uPD44vAUoDoeKnv6SQw,Irie Foods,10152 82 Avenue NW,Edmonton,T6E 1Z4,3.0,8
CsRL2V3oMoGIp924cAa1yw,Papa Murphy's Take 'N' Bake Pizza,15220 127 Street,Edmonton,T6V 0C5,4.5,8
m_K5001QBKloP7FVnDyLUg,The Second Cup,19 Bellerose Drive,St Albert,T8N 5E1,4.0,8
