user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars
4t_ML9lxFQtKzxLpK1_UZw,Diana,5,2012-04-21 01:04:30,7,0,0,0,2.8
JYc4PDP9L7ndB4EfbW_cmg,Bre,1,2019-05-10 17:43:57,0,0,0,0,1.0
k0sDoQVvJKSmhBVE2xcGtA,Tyler,6,2019-05-26 23:19:41,0,0,0,0,4.5
qo5uxVWEwBf60UwdQTH3KA,Sarah,27,2014-10-08 22:51:11,17,2,2,1,2.46
mS9ZvkuT6Yf75G8nWaVtXg,Megan,9,2017-02-06 03:29:37,1,2,0,0,2.55
0WEly8FmcmJl9vzEY6Iuuw,Liza,1,2018-02-22 20:59:51,1,0,0,0,1.0
ymrWRpTBSwZaTK2oqOv9vg,Cameron,5,2012-12-17 06:12:56,2,1,1,1,4.8
9nIgt7DPYC_MZLLAUHm-Vg,Kayla,54,2013-10-21 22:26:07,82,33,40,2,4.03
F-Dtd-tkeehtbCdh-RlRoQ,Michael,21,2017-11-19 17:47:31,5,0,0,0,3.67
lhLFvjiutj2HKeKowAFfkg,Nicole,2,2016-01-10 05:21:53,0,0,0,0,2.5
zOPs7HSUfI_03-6tf2F5Bg,Shelby,1,2019-03-25 13:49:29,0,0,0,0,1.0
du0OFFG2dGt10IShIIfPFg,Larissa,30,2018-07-13 23:01:44,28,5,31,6,4.3
pjdQjcf3vKRkvJY4Z0LaKg,Bæbęë,3,2014-12-03 04:18:45,3,0,0,0,2.33
eJmpijAzyuYG6kWEl_BG2w,Amber,8,2011-04-19 19:15:58,12,1,5,0,3.38
eRc-ntps_XXOKb8cSpR1nQ,Melissa,23,2012-03-14 20:04:08,122,5,7,0,3.81
q4uuANLSSA3tDUnKDgSBEQ,Lisa,72,2011-12-29 07:33:30,118,17,46,2,3.91
xv98aCCUkqw9OUi-pO4b9Q,Mehmet M.,23,2011-06-08 05:23:36,7,1,5,0,4.52
sAUjb405LxZ7J7KJKMDPRA,Francesca,7,2019-06-01 04:27:44,2,0,0,0,2.29
O7BHc927tW8oPzP29qJvxw,Joshua,22,2013-04-05 20:58:20,20,8,3,0,2.95
uMIUdTLNL5Y-ZGDd2ZLmCA,Rita,70,2015-01-17 20:49:26,134,46,69,15,3.75
tpdEQzDQtY4DlZXNEUWgUw,Renee,3,2012-03-25 06:04:37,0,0,0,0,4.0
Z6fA1TUst2merWakmgVC5A,Melissa,6,2014-08-14 04:01:50,4,3,1,0,3.17
ce1f5jhNiM3eNa6uwmHBiw,Irene,6,2018-08-27 03:18:34,5,0,0,0,3.14
mxd1l-8WwpBfyEYIt3yLJw,Christine,13,2015-05-31 03:09:15,2,2,1,0,3.54
c9fdpBQ8ko02fBciZj3YYQ,Paddy,3,2016-11-28 14:17:41,0,0,0,0,3.67
9DIgDgLtkMco5xcJFOojfQ,Tiara,2,2014-01-21 16:15:10,6,0,0,0,1.33
ddPkNUNPtp-aaqjUgsTxBQ,Maria,122,2013-06-05 18:39:10,175,36,57,10,3.91
aS4_wDyNW5kpDOd_woidBw,Elizabeth,8,2013-01-05 01:21:56,12,2,2,1,4.0
4--9rlj0U5MSPWZhpel55A,Francine,1,2014-10-05 17:36:10,3,0,0,0,1.0
hxgGLEBdBvfvjIrbCbUHPw,Nick,10,2014-01-06 20:41:31,18,0,4,0,3.9
HJ_D14RnwsoU8fEjDrmdxw,Linda,4,2018-11-11 03:42:29,0,0,0,0,4.25
BNWjocw9kuPwYyjyZ2PDYA,Gerald,195,2011-05-07 23:40:11,144,27,46,3,3.82
fFgbHvqREDRTAGAspD-inA,Sarah,2,2019-05-03 15:19:14,0,0,0,0,4.5
0mul2wymyDg3jTty7BILyg,Stacey,1,2018-01-11 01:50:25,1,0,0,0,5.0
0ogONwvIeFw1-yzSkBsvBg,Mark,6,2018-05-08 13:33:19,5,4,1,0,4.5
A2j1ctS-BFC2J0W_Y8tr3Q,Suzi,14,2012-02-03 18:33:44,12,3,7,0,4.07
F59RAcUfRkN8lzUOzte4Eg,Tyler,11,2016-09-22 03:33:04,0,1,0,0,3.64
Yi4LcE-McusJ-g6hsWWNHQ,Tyanna,4,2014-07-05 22:02:40,0,0,0,0,2.5
AKNT7hHPzc3rWUw5yEWjxA,Bryanne,4,2013-03-13 10:02:47,4,0,0,0,5.0
x2jlX0XHaxC3vNEu3lmXyQ,Kelly,13,2010-07-13 15:36:24,1,1,1,0,3.77
KhEfuwqWMcXhwFahgPs8Ow,Kent,10,2016-08-27 14:01:17,0,0,1,0,4.4
BI7dnQmq7NEwuKl4ffPxxA,Emma,1,2018-09-06 13:31:48,0,0,0,0,5.0
wXii7vf-vVorrbgpJMTCZA,Nicholas,12,2012-09-25 20:30:33,12,7,7,1,3.5
-hls3HIM3phfsrE_oLkVcA,Jocelyn,7,2012-05-03 07:29:39,2,0,0,0,4.0
_HxlnJP3U7f_SdaDLTaHCA,Tom,167,2015-04-13 10:19:16,162,84,24,3,2.73
r259rfmF8jW39PogB7t8DQ,Barb,20,2012-12-07 11:48:11,49,8,15,0,3.86
74WfyA33EDufdV5RvceAAg,Jason,2,2018-07-01 00:29:05,0,0,0,0,3.0
kQfMexsiykMYZWi2WMtE8g,Carolyn,4,2013-02-11 23:57:19,0,0,0,0,4.75
zKFaN0XF2GDZqfJY_o9H4Q,Katherine,12,2016-11-13 04:38:18,3,0,0,1,3.75
BV3jMyStTFcBu4vJg4DAEg,Pamela,1,2019-03-24 02:15:45,0,0,1,0,5.0
6wASod6PYZESPgXPEtCLvQ,Chantel,26,2019-02-15 21:08:51,9,1,4,0,4.0
1nG8jI69IPXp8T0pM0aBmw,Minnei,6,2014-06-01 14:59:46,10,1,5,0,3.83
WxIPoYSCUIN2g0hw7OER7A,M,7,2014-01-20 01:36:21,11,3,1,0,4.43
Dubu33iVNLp4bk0DjYLdxg,Christine,5,2012-04-24 00:43:24,7,0,3,0,5.0
Xu0giIb0E9fgG82sGwEMgA,Jaina,1,2018-08-26 01:47:53,0,0,0,0,2.0
PW_75-OTzdPzQvNrAkNqBA,priya,215,2011-10-22 15:12:13,242,71,60,6,3.68
IxzSd-PdkS0jNeLnTcZdyQ,Jaclyn,2,2019-06-01 15:15:22,3,0,0,0,3.0
IUt2TamsE3LxuYCqoJde0Q,Rita,50,2018-07-04 07:46:54,28,2,14,3,3.75
9iRifF908P8qNvpmT4ZGFQ,James,12,2014-05-14 17:12:25,21,0,1,0,3.0
SPFMzeLIcBMalkFuerqusA,Michael,4,2016-04-26 23:02:20,5,0,1,0,4.0
o_yLsnvvmeJ7UGnkWvo7iA,Charity,14,2014-11-24 16:59:01,28,6,12,4,4.0
3FTZrLXXoHkN4kUE8G2eoA,Daniel,4,2016-01-02 02:17:27,2,2,3,1,3.5
tSXM662aLwGS_RsVzeINAA,K,47,2019-06-08 21:08:06,14,8,7,0,3.47
tjMufF-ia3yO5fn_iuAYTg,Chris,3,2016-11-14 21:10:47,2,0,0,0,1.25
g8rahE41_D5jlHYmma1PeQ,Chloe,1,2016-07-12 16:38:58,3,1,0,0,1.5
kEKP-wps4uuvWV4S-MHz2g,Tania,11,2011-08-10 21:35:24,3,0,2,0,5.0
6Z_8t8_JCvKKNWUlHb0rzQ,Rhonda,82,2013-12-11 23:48:29,40,4,13,6,4.23
60eqQbP8xrZE1cc1YGhqvg,Amanda,15,2012-02-14 22:01:05,32,9,16,1,4.13
YWaI1nSXJiCssn2g3oTVig,Christie,15,2014-01-21 23:42:53,16,2,6,0,3.8
6Jj8n72ii5CDs4X_hf77NA,Francisco,33,2014-10-07 00:49:04,13,2,2,0,4.09
QaJMsy8i1hxwy8QYQ0ypsA,Arik,1,2019-02-28 20:45:29,0,0,0,0,1.0
0ciJL7pGAY4qFl__uEXAKg,Eliza,4,2011-02-09 05:17:54,2,0,0,0,5.0
rYWrBCwD8IliKKzD3Lbmjg,Cave,17,2015-07-24 18:49:19,14,4,6,0,3.65
7RZIOzLKugDvFjdJFwkHYw,Richard,151,2010-07-30 01:25:59,73,6,43,13,4.03
m7e5bQgfiECeaUbMNqRLfg,Mary,1,2013-03-27 00:48:04,0,0,0,0,1.0
JErszrHXf2jGgxE06-smiQ,Sam,14,2013-01-10 19:25:49,35,13,8,0,1.56
v6VnYvFQX17oTq0nwiwABg,Emily,3,2018-02-13 03:01:35,2,0,0,0,4.0
HdXRmTmLmcJHz_0QU6UU4A,Luca,4,2011-11-23 00:42:56,1,0,0,0,4.0
_NtiC1tMbT2P1zARFoFGhA,Nour,2,2018-06-14 23:58:41,0,0,0,0,3.0
-BJIu6TWs26q2yxozPAbEg,L,29,2012-03-31 20:04:06,39,2,4,1,3.63
-NcfRGxuHZUs9QQjrcV9KA,Garson,6,2012-09-07 19:23:50,8,5,4,1,3.5
EeJqwbmNROQuDQXVYbSkgQ,Denice,1,2013-06-15 20:49:10,4,0,0,0,1.0
TRtyIPbmjhZLaexe0JVmtw,Estyn,4,2012-09-03 19:26:50,3,0,3,0,4.5
GjYN-Tof8kdnO7GlLg0wqA,Kelty,2,2016-11-27 21:48:22,7,2,0,0,1.0
yGXTLJJmk0NiIO7RSucOwA,Elsa,1,2012-12-14 16:58:05,0,0,0,0,5.0
noSgG9RjAAIFtQGM7BwnGQ,Sabina,24,2012-05-10 23:29:00,8,2,6,0,3.32
QXcqTloY1sz7BRjNBkj5CQ,Richard,13,2013-07-09 23:21:53,0,0,0,0,3.79
gguJoo0SORrn0k1AveKprw,Bonnie,1,2017-03-31 18:56:41,0,0,0,0,5.0
LOkYuXQx1ik9weMn1L7NDg,Kerry,38,2010-08-26 13:03:11,6,4,5,1,4.0
IMTvVhspmwlF3iI9kh8bnw,Bridget,5,2014-06-05 22:56:08,1,0,0,0,4.0
EVAIz9zxoNEJj5STWZWZcg,Caleb,3,2009-09-05 23:05:17,6,0,0,0,3.67
cRRstjuoG7QUFrdGN0LmCA,Alex James,3,2016-09-24 16:44:28,0,0,1,0,5.0
yywCd3tW1bdgMLFllBEXNQ,Michelle,15,2018-05-16 17:54:51,10,2,6,1,4.25
-X3kQ8lPA4IadFccYVXE0A,IJen,6,2017-09-29 02:00:55,1,0,0,0,3.5700000000000003
3wm-fPKjXtAdtmSTkMUqSw,Dustin,11,2012-12-14 03:12:26,13,1,1,0,3.45
EAvPyJ6btXOYgvqIDIDsYg,Jamie,3,2010-03-28 01:05:55,1,0,0,0,5.0
EU_ncRO4VC3qI-BzC1dRZA,Ratboi,5,2013-06-14 21:32:32,34,4,6,0,3.2
O3z1uoYmwW3n_Cq0EvlSQw,Ning,1,2019-08-15 23:21:29,0,0,0,0,1.0
jdbshyl_Hp8mgDzlIwuu6g,Megan,6,2016-12-10 01:55:09,5,2,0,0,3.0
eMIlEHff42cQ0YOEpf0Hog,Megan,5,2019-02-27 23:50:54,2,0,0,0,2.8
Hg-XAfgMBX9SqK_JJyo0DQ,Shannon,116,2016-05-09 04:37:14,65,8,33,3,4.1
VO_GJrHUMW0vLZJFGOtDLA,Jean-Francois,47,2017-03-10 19:32:59,39,4,22,7,4.67
FNzkTbu4dI4HRJ79HkK3vg,Justine,101,2015-06-09 18:48:56,104,23,84,11,4.28
UNR25oWj7GOq6qV6AK-x8g,T.,20,2017-02-27 14:37:16,8,0,4,0,4.15
9a4vZIcQ_Qj7cWJaf1w1OA,Mark,120,2011-07-04 04:54:43,106,24,74,8,4.63
xWxXKXZfYMF9fSXp34w7cg,Ted,25,2014-07-29 13:49:37,10,2,9,0,3.24
4O7pzceXCUK-WAbwij7NrA,Kim,7,2014-07-23 18:57:05,2,0,1,0,4.57
6j3OiWVyfOg7ebHeGNeiLg,Diana,5,2017-08-27 00:34:17,2,0,3,1,4.4
3TXMSiE4SOjZ4k06cXn-ZQ,Anika,22,2017-06-23 18:56:53,26,14,15,2,4.0
19GV-9KP8fCkDi0kUUSYjw,Lyndsay,176,2015-06-04 16:46:43,208,50,69,8,3.78
wXhWkWFp4VZhyfeyjMY0XA,Jarrod,3,2017-04-06 03:11:45,0,0,0,0,1.5
opeQZm7jXLtABjeolkjHFA,Paul,36,2016-01-03 02:12:19,21,7,3,2,3.81
PQnJiDbubr7vwFtoMSlE3w,Brad,2,2011-11-12 01:26:24,41,5,0,0,1.0
o6JPAmkKH-pBXveYv1HQJA,Kassandra,9,2015-06-12 23:16:26,5,0,2,0,3.2
Wd6lu_ewWhX-v2TrujRsEw,Yoon-Hee,2,2014-12-23 20:22:54,1,0,1,0,3.5
Mc1tuJ-xBIe30MQ6tQzI0w,Natalee,2,2017-07-04 05:58:44,0,0,0,0,3.0
w24TMXetx7zwuruB1fBuYA,Marvin,2,2010-01-23 22:47:38,3,1,1,1,1.5
jmsQZ9YM4erppqjfwYxK_A,Sol,169,2015-06-30 22:08:14,132,57,49,5,3.33
Fn1YJQnd0xYdnmGZql-39w,Stephanie,2,2017-07-10 18:59:39,3,0,0,0,1.0
TkJ3dfVP3lOYm_XzpDHbxQ,Glad,1,2015-02-01 17:23:18,0,0,0,0,2.0
jxU4YIrVUc7kXZGLTBq9HQ,Jennifer,3,2016-06-05 17:52:31,2,0,0,0,3.67
6eO9As8fJtzO28TYhHp3TA,Brock,3,2014-12-29 00:57:40,4,0,1,0,2.0
AHtjqDo_BADHFDMroGxKhQ,Natalie,2,2015-06-11 01:45:44,0,0,0,0,3.0
NOLNH8hejAy6L4hjn-1olg,Caleb,8,2019-05-25 15:46:41,1,0,0,0,2.91
w7G3YZX4awR3QDbRRk7kbA,Alicia,141,2011-11-08 00:21:25,199,45,40,2,3.56
7dgLism-8VB0JM6vAhUq1A,Shannon,1,2019-05-28 17:46:59,1,0,0,0,1.0
Rxmww5nPfQSADXK8B2B7qg,Michelle,169,2018-03-05 14:18:45,2033,966,1807,45,4.12
E82S97ADNibTCMrvWVNiVw,Stew,2,2013-05-14 16:57:29,2,0,0,0,3.0
MKrONhkz9Mf-fHwRU3kTnw,Pepy,73,2017-12-25 18:15:12,40,10,28,9,4.36
OL81sz_9L52-b8xA-Oy2xw,Mary,27,2013-09-10 04:51:07,20,2,13,0,4.41
dUnY-MZtLT-XN4RQCnKoOw,Paul,1,2015-05-20 20:47:12,0,0,0,0,5.0
JzgYVl7bp9jweuD_77XtEQ,Hayley,11,2016-02-11 19:46:26,10,2,2,0,3.46
Kpsuz6k9Zv1_TDtTa9940w,Kim,1,2017-01-02 18:29:57,1,0,0,0,5.0
rI21HkWf_sf02z_ooleQ6w,Karl,112,2013-02-23 21:38:30,61,4,12,1,3.91
JHM-IjF_01ehWRFZ44VrnQ,Wendy,6,2011-05-24 05:18:57,59,1,1,1,1.11
6o8-bIBO3uXIiAC91N711A,Ron,13,2013-04-08 04:49:58,23,3,1,0,2.6
_Ab6jxdhL69e_OUkpPcECA,Graham,2,2011-09-08 01:24:39,4,1,1,1,4.5
fzGgdUhKIatiYriI8CTkDA,Jodi,32,2014-08-12 15:34:25,57,10,2,0,2.59
P0eM5IY48et8P-NFSIDmag,Chelsea,7,2017-12-23 18:54:35,1,1,3,0,3.5700000000000003
-e00H5DYOLtrHub80c6ERw,Pia,8,2013-04-06 16:17:28,2,0,3,2,3.63
ARgWUVbZuYb_pjoNC5joqQ,Matt,89,2015-01-03 02:17:23,137,5,42,0,3.13
BTpMrK7Fn6jDkQRKm7JHGg,Rima,4,2018-05-11 18:02:56,0,0,0,0,2.25
nYpoALWs7i15-nBP5WrSHg,Dave,11,2011-09-01 11:54:45,4,2,0,0,3.75
vmV33I-KrkItfw4fCGJjyg,Adeel,17,2018-01-07 00:40:06,3,0,1,0,4.67
HwivtNRhcQOIT1UEv_8-SA,Nik,18,2014-06-25 03:53:56,10,9,3,0,3.6
3B7VuXdYiHGmTLH1ZtAVBw,Shazad,4,2012-04-20 03:34:25,4,0,4,0,4.2
FsX5h8wNK1nb4Y2OmVNlHg,E,13,2013-01-21 17:43:07,45,1,0,0,2.71
-S15O2BqOGKTYqRcftQoyA,Marie,5,2014-11-15 21:14:39,12,1,1,0,4.0
E8kxLn4k7iIUHamyTz63jg,Huong,2,2018-05-19 00:49:59,1,0,0,0,2.33
7ZoB8ojkDdC2d7HT4SBaFg,Trusha,69,2015-09-30 13:26:04,61,9,14,0,3.69
JAgx0ADTFOe2W_cyv7k7dg,Aaron,96,2012-10-09 18:25:37,93,25,37,8,3.54
Y65-NKFszmQFr-Fcmgwwuw,Mitchel,1,2019-05-04 18:01:28,0,0,0,0,5.0
gxRuaRxCMKAnWy96pSomSQ,David,2,2012-08-15 15:31:14,1,1,1,0,5.0
2riMcpexmibUcYqGmY-s_g,Sara,25,2014-07-09 23:39:41,113,33,11,2,3.19
hvTrMVkY9feZNxiJ28lruA,Lorie,28,2015-01-13 20:54:24,8,1,5,1,4.21
iUQop9OjmQFySpAxqNrqUQ,Sharr,21,2016-01-19 23:12:30,8,2,3,0,3.88
VqnJltdgH1-Jd1RKBqHt-g,Hal,9,2013-10-11 07:20:47,5,2,0,0,3.3
ehHdqKC_6hMKP4ERcgOAjQ,Sabrina,3,2019-06-17 23:21:13,0,0,0,0,3.0
o7t3X8q4wSNVULsX5rlwyA,Kayla,3,2019-04-02 05:30:18,3,3,1,0,2.33
KNjB7JBzBam4QlrZahLFew,Chelsea,1,2019-05-06 02:04:11,0,0,0,0,5.0
n9jYESz-KjBfcHa-H9mw7g,Scott,4,2011-01-06 14:57:08,1,0,0,0,3.75
w1i-5NezYXlYcuvQc-xH5Q,Filip,14,2019-09-15 16:35:16,7,0,5,0,4.86
9J7veQpPtuAjTOZW5B0lIw,Kitty,184,2013-07-23 18:19:42,355,52,133,10,4.18
P-pJV7s6LCgZqoOZsw2NuA,Dion,70,2014-07-04 12:44:28,31,4,7,0,3.87
OU6WDQTjGEtIywmAvI9kcw,Lindsay,2,2014-10-07 20:30:41,1,0,0,0,3.5
nCZyJDlU4rK19RgBxVtEhw,Noah,31,2010-09-14 17:51:27,48,6,10,1,3.69
9JJKy0FYZBWMHKsk2W43Iw,Hazel,2,2016-05-27 04:48:41,1,0,0,0,1.0
lyyVuvoCmFv3IBERksyXXw,Mandy,1,2018-06-28 21:38:10,0,0,0,0,4.0
om1Ex976oXDYsfXoHO4rnw,Terrence,1,2018-12-02 16:41:14,1,0,0,0,1.0
UJ2mp5ioQxWoWCF9CLh6ZA,Saad,1,2015-10-05 04:45:39,0,0,0,0,5.0
r4u5j3BnzH_WXcIf0FCmPQ,Robert,1,2015-10-16 23:31:58,4,0,0,0,1.0
OrZriUAHgEa_MK_UdicWkw,Peter,2,2015-02-05 05:51:27,10,0,0,0,1.0
BZ7LG7A05O2M1Si8DeecRg,Sara,14,2017-02-16 05:46:55,7,0,0,0,3.09
KDSjZjVGp3okjsGUqOU1kQ,Fawzi,4,2012-10-06 21:20:21,14,8,4,0,1.75
okXYl8nFlh8_bpdGlwi-IQ,Breanne,3,2017-07-16 18:45:37,1,0,0,0,3.0
JZL8GCN4SYDxzDwxWADSew,Violet,23,2014-11-02 18:05:56,15,2,11,0,3.69
mfIAb_zMALRQdUMKM7xxeg,Darlene,1,2019-10-04 15:55:03,0,0,0,0,3.0
3ZAE_fpTWbDruo3aCprRyQ,Benjamin,1,2016-02-01 06:01:19,0,0,0,0,4.0
LvPiEmr9IUUtEQBWjHEPQQ,Trevor,12,2016-02-21 01:22:55,7,0,1,0,5.0
R0zt1WViB4RUQ82H41ibsg,Jessica,2,2012-11-02 05:46:31,12,2,1,0,3.0
2jp5qs-fe2wGkbVdI3avWg,Gurs,5,2014-09-01 15:36:22,1,0,2,0,4.8
lOcXdS8gDDM9h212C2QhJw,Larry,3,2012-12-27 02:45:58,8,5,0,0,2.33
aEsJe_Tj5G18w2qetIUDOA,John,232,2012-11-24 03:12:36,180,53,59,11,3.75
ZLwPYLmGGriZl5SyVjTGBg,Masha,11,2010-09-28 18:11:11,34,6,15,1,4.25
65PDE20lK04zDVTiLjJOgA,Daren,45,2013-04-30 05:30:35,79,10,25,1,3.48
UT6mHsCOXb6QkS0XvFrkXw,Sung,3,2015-06-27 23:09:22,0,0,3,0,5.0
mh_XP7RYRe5xDNUAZtwETg,Alex,18,2018-08-21 00:11:40,12,0,6,1,4.39
5gv-827KlyVsjiqM_r88mg,Chris,18,2015-02-04 17:42:39,12,4,2,0,4.11
_pwd7zhkfMBNtciNJniCrQ,Stephen,21,2014-12-16 18:54:43,20,1,4,0,3.52
6szVz9ky_3-mPuVk8MSqlg,Sarah,25,2013-02-11 18:11:38,12,1,3,1,3.92
H0WmQuMB1mRfZnBl8UBd6w,Valerie,3,2019-05-09 08:08:34,1,0,1,0,1.33
Gd4IFb-_prhoQ0dCnviYlA,Janelle,1,2016-10-13 02:55:22,1,0,0,0,5.0
uZk6bYfPVG0-yv-Kr8CM-w,Chris,21,2014-03-22 01:03:32,31,2,3,1,3.27
7v1tOdllZM1vsjGIt8SbHg,Katy,11,2013-07-09 15:47:03,28,3,6,0,3.46
EsXS2Mxi_jWe3EQdoIj6SA,Kenna,3,2011-07-16 18:05:22,8,1,1,0,3.67
MiRr3aHDWpryg7YZC30hkg,Amirhossein,28,2015-09-01 02:48:32,4,0,5,0,4.42
V0rxOozIWB6-sw1chbsChg,Eric,1,2018-07-01 04:52:42,0,0,0,0,5.0
qUgIbnba0Ey-NX0_wHWVOg,Danielle,10,2015-09-24 15:12:18,30,1,4,0,3.09
muYBYuK7Rpa50a2CtcGH3Q,Amy,8,2019-09-04 20:35:29,0,0,0,0,4.38
NEop6Do0FLHCljtxCL1Y5Q,Joselyne,8,2019-06-04 03:43:38,0,0,0,1,4.5
v3VMRn3idx4IUtDOTZuIUA,April,10,2017-07-04 22:34:57,3,1,0,0,2.91
mtR4AU-ZPu1yH957xoK0MA,Carmen,5,2015-12-26 08:20:51,1,1,4,2,4.67
VxTFZLGc7eTdDrsnDVBkrg,Robert,10,2012-11-26 18:38:06,4,0,0,0,3.5
HW4__oGoW2AzWgH8h5bseg,Y,21,2013-09-26 07:44:19,10,2,6,0,3.52
rlTKSFM9BFtS0kFQ_JdZJw,Charles-Olivier,41,2016-08-29 04:02:39,41,8,30,2,4.17
21PC7lZ1kzVlXLyBOsrNTw,Ashley,10,2019-09-22 17:58:41,8,7,7,0,3.5
Y2axFXKK8r0ptxMusjE1mg,Tyler,1,2018-07-03 01:21:30,0,0,0,0,1.0
72kincfvIyfp5ie2X8qT_A,Edgar,1,2016-07-20 04:00:08,1,0,0,0,1.0
IqN3vJ98b2SebtrEk4Qmtw,Robert,5,2016-08-12 14:40:32,3,0,0,0,2.4
Dv9IZd4rmdyBAfoxJ2CJsw,Heiyi,29,2016-06-01 17:24:18,4,5,5,0,4.07
sPw8LSbtjEhb2zkzbFQXNQ,Leslie,2,2011-12-15 01:16:54,0,0,0,0,2.5
VUz6WlUr4m3nIeURhRne0g,Renee,3,2017-05-11 00:26:30,3,0,0,0,1.0
SIMtHzFGvd0tQd_PYA2FKg,Vincent,25,2012-12-21 19:05:23,14,2,5,1,4.62
DJXUXSfpO54jEs6se8nzlw,Donnel,209,2017-11-12 20:56:58,56,5,17,8,3.91
V8hUVZ0P__MwenzhXFBlPw,Lorne,5,2015-03-10 00:16:20,1,0,2,0,4.57
KoRgLr_hR-FEzU3B0SMDUw,Heather,4,2013-05-07 23:26:27,3,1,1,1,4.75
I80PZzL9Exgkys71dg0wIA,Stuart,131,2016-08-01 01:44:34,145,60,118,13,4.31
mVUt9zMzjtCrU18m0H1DzA,Rachelle,6,2018-12-28 03:11:16,2,0,0,0,3.17
2OZy71dwEQYBz0Zcxm9-kA,Ben,1,2010-02-26 06:19:02,17,4,0,0,1.0
eNc95UxHs0mZNb-ZRHYbzg,Kristy,1,2018-10-10 17:27:20,0,0,0,0,1.0
ecWKy-kmhQHufQVSOi2bZg,Chad,17,2015-04-05 19:48:33,6,0,2,0,4.39
1jIk_PaLXT-pnPPN7M1sbw,Bill,35,2009-07-29 22:40:20,28,2,7,1,4.9
c-XFgm8TJKsSijVuLnUJNg,Nadia,17,2016-09-28 21:50:16,17,3,1,0,3.88
G7GyGpUY7EYgHGpFPC-uJw,Jessica,77,2013-02-04 15:49:54,67,11,41,9,3.78
Q_NGFSr0I-cl5KARYzQuqg,Rachael,12,2018-08-28 08:53:06,22,0,3,1,2.92
HABtEDbC_WBlMT4FhARd1g,Ryan,137,2009-07-25 23:31:29,106,26,38,1,3.52
Gh_1bTne3vmCZ3E8RKlBEA,Hesam,5,2016-06-28 02:19:22,0,0,0,0,4.0
s252UlsO5YARJ45Dal9ccQ,Ryan,23,2013-08-24 19:59:27,23,9,13,0,3.22
67P1bIHVi2U9DaP4oTjJrg,Diego,1,2019-07-27 16:39:56,6,0,0,0,1.0
frSx5_OH2o0GNRKyhCMLPw,Carmen,34,2018-04-28 22:02:56,7,1,2,0,3.21
8J5nWlO2EukeTR0H-VwKYA,Benjamin,1,2016-05-15 06:50:43,0,0,0,0,1.0
GNQs3dPt4yzHato4gws2pw,Jessica,2,2018-02-19 17:32:44,1,0,0,0,4.0
OfaCNxGdPGzRTlP_ICrWiw,morg,9,2011-11-24 23:18:05,25,8,2,0,2.78
rTIDy3aze3Jf_DFEcoa5Kg,Jason,1,2015-02-15 21:14:18,2,0,0,0,5.0
LvStyHC_SYbiE8GkPqjOrQ,Delicia,35,2012-03-08 00:05:13,49,3,14,0,4.27
gqkeMwf5Q2G9ODhYFhvZrw,Richard,33,2014-04-11 19:01:27,35,3,11,0,3.89
1pepw4w_p5Ajy-_OqdPLTQ,S,5,2012-08-31 20:43:53,9,0,0,0,1.2
C3C-lJrFga1YunyjD0LsPw,Nathan,1,2015-10-15 15:58:11,3,0,0,0,1.0
RMBWQGIYfJEGDesEsW-Etg,Chris,44,2014-10-31 17:49:03,49,12,20,2,4.75
6I90tUMqtYroHY6l3Rky6w,Ann,3,2011-05-14 20:07:46,0,0,0,0,3.67
SZ_vb2AS-9TCTZ3f6CMyJA,Dennie,20,2015-08-26 05:42:30,10,0,12,1,4.88
4Eg1FuqEk3kAfqbrZI0r5A,Doug,7,2014-05-02 00:42:47,6,2,3,0,3.63
4bhhZyGYYwQYASuTEcoGcw,T,38,2015-01-25 03:46:25,113,14,21,2,3.59
MNWhyfhODU_WCHVNZtml_Q,Heather,25,2013-06-27 04:19:41,41,5,6,0,3.92
KDGo4F9DhzORW-z0Z1-98w,Steve,8,2010-11-20 20:31:04,9,7,0,0,3.5
eN1CxIH-Wfkua7sBS3grAw,Rami,1,2011-12-29 03:59:04,4,0,0,0,5.0
Ij4Ce_T4CNH5TEEdvSbr9g,Beverly,7,2017-10-24 05:40:23,1,0,1,0,3.0
B_3ndrbLdTMgnKRlMJ9EdA,Nicole,13,2014-05-09 22:14:37,23,2,2,0,3.0
gGIxpD8d_dIBKCn0ls6v-A,Kerri,4,2016-02-02 21:33:25,0,0,0,0,4.25
C4-qk19efIlIGW4qadG3cA,Simme,20,2018-01-27 19:31:25,10,0,11,0,4.0
KavTvKK45_Vsx6UJZbhJCg,Josh,4,2014-08-01 04:46:58,1,0,0,0,3.75
2FfRqcHFhDpYm3FBLFWoIA,Amber,2,2015-07-05 17:59:14,0,0,0,0,5.0
2aNnaOUVVmPGLj2H_cuiHw,Evan,5,2016-05-28 22:00:54,1,0,1,0,4.8
7gNi3qmpTjRg4NOuAsFNWQ,Raki,4,2017-09-19 04:34:07,1,0,2,0,5.0
qnCUhbtJyOAMUbIaLEaibg,Tamara,9,2016-10-03 17:02:10,13,2,0,1,3.67
kduOofALe6uin9zmA0dVWw,Jen,2,2016-10-01 22:02:09,0,0,0,0,5.0
cN-lJDHrNrR6AZNOqG9DHw,Aarika,3,2015-06-07 23:17:06,3,1,0,0,4.0
Xj6eB8lmjjJFS1oxbg3dzw,Greg,35,2014-01-25 16:12:57,54,8,11,0,2.86
